Make,Model,Type,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Infiniti,G35 Sport Coupe 2dr,Sedan,Asia,Rear,"$29,795 ","$27,536 ",3.5,6.0,280.0,18.0,29.0,3416.0,112.0,182.0
Infiniti,G35 4dr,Sedan,Asia,All,"$32,445 ","$29,783 ",3.5,6.0,260.0,18.0,29.0,3677.0,112.0,187.0
Infiniti,I35 4dr,Sedan,Asia,Front,"$31,145 ","$28,320 ",3.5,6.0,255.0,19.0,29.0,3306.0,108.0,194.0
Infiniti,M45 4dr,Sedan,Asia,Rear,"$42,845 ","$38,792 ",4.5,8.0,340.0,17.0,26.0,3851.0,110.0,197.0
Infiniti,Q45 Luxury 4dr,Sedan,Asia,Rear,"$52,545 ","$47,575 ",4.5,8.0,340.0,17.0,26.0,3977.0,113.0,200.0
Infiniti,FX35,Wagon,Asia,Rear,"$34,895 ","$31,756 ",3.5,6.0,280.0,16.0,25.0,4056.0,112.0,189.0
Infiniti,FX45,Wagon,Asia,All,"$36,395 ","$33,121 ",4.5,8.0,315.0,15.0,22.0,4309.0,112.0,189.0
Isuzu,Ascender S,SUV,Asia,All,"$31,849 ","$29,977 ",4.2,6.0,275.0,15.0,23.0,4967.0,129.0,208.0
Isuzu,Rodeo S,SUV,Asia,Front,"$20,449 ","$19,261 ",3.2,6.0,193.0,17.0,24.0,3836.0,106.0,178.0
Jaguar,X-Type 2.5 4dr,Sedan,Europe,All,"$29,995 ","$27,355 ",2.5,6.0,192.0,18.0,29.0,3428.0,107.0,184.0
Jaguar,X-Type 3.0 4dr,Sedan,Europe,All,"$33,995 ","$30,995 ",3.0,6.0,227.0,18.0,28.0,3516.0,107.0,184.0
Jaguar,S-Type 3.0 4dr,Sedan,Europe,Rear,"$43,895 ","$40,004 ",3.0,6.0,235.0,18.0,29.0,3777.0,115.0,192.0
Jaguar,S-Type 4.2 4dr,Sedan,Europe,Rear,"$49,995 ","$45,556 ",4.2,8.0,294.0,18.0,31.0,3874.0,115.0,192.0
Jaguar,S-Type R 4dr,Sedan,Europe,Rear,"$63,120 ","$57,499 ",4.2,8.0,390.0,17.0,27.0,4046.0,115.0,192.0
Jaguar,Vanden Plas 4dr,Sedan,Europe,Rear,"$68,995 ","$62,846 ",4.2,8.0,294.0,18.0,31.0,3803.0,119.0,200.0
Jaguar,XJ8 4dr,Sedan,Europe,Rear,"$59,995 ","$54,656 ",4.2,8.0,294.0,18.0,31.0,3803.0,119.0,200.0
Jaguar,XJR 4dr,Sedan,Europe,Rear,"$74,995 ","$68,306 ",4.2,8.0,390.0,17.0,27.0,3948.0,119.0,200.0
Jaguar,XK8 coupe 2dr,Sports,Europe,Rear,"$69,995 ","$63,756 ",4.2,8.0,294.0,18.0,29.0,3779.0,102.0,187.0
Jaguar,XK8 convertible 2dr,Sports,Europe,Rear,"$74,995 ","$68,306 ",4.2,8.0,294.0,18.0,29.0,3980.0,102.0,187.0
Jaguar,XKR coupe 2dr,Sports,Europe,Rear,"$81,995 ","$74,676 ",4.2,8.0,390.0,16.0,26.0,3865.0,102.0,187.0
Jaguar,XKR convertible 2dr,Sports,Europe,Rear,"$86,995 ","$79,226 ",4.2,8.0,390.0,16.0,26.0,4042.0,102.0,187.0
Jeep,Grand Cherokee Laredo,SUV,USA,Front,"$27,905 ","$25,686 ",4.0,6.0,195.0,16.0,24.0,3790.0,106.0,181.0
Jeep,Liberty Sport,SUV,USA,All,"$20,130 ","$18,973 ",2.4,4.0,150.0,20.0,27.0,3826.0,104.0,174.0
Jeep,Wrangler Sahara convertible 2dr,SUV,USA,All,"$25,520 ","$23,275 ",4.0,6.0,190.0,16.0,22.0,3575.0,93.0,150.0
Kia,Sorento LX,SUV,Asia,Front,"$19,635 ","$18,630 ",3.5,6.0,192.0,16.0,22.0,4112.0,107.0,180.0
Kia,Optima LX 4dr,Sedan,Asia,Front,"$16,040 ","$14,910 ",2.4,4.0,138.0,23.0,33.0,3281.0,106.0,186.0
Kia,Rio 4dr manual,Sedan,Asia,Front,"$10,280 ","$9,875 ",1.6,4.0,104.0,26.0,36.0,2403.0,95.0,167.0
Kia,Rio 4dr auto,Sedan,Asia,Front,"$11,155 ","$10,705 ",1.6,4.0,104.0,25.0,35.0,2458.0,95.0,167.0
Kia,Spectra 4dr,Sedan,Asia,Front,"$12,360 ","$11,630 ",1.8,4.0,124.0,24.0,35.0,2661.0,101.0,178.0
Kia,Spectra GS 4dr hatch,Sedan,Asia,Front,"$13,580 ","$12,830 ",1.8,4.0,124.0,24.0,35.0,2686.0,101.0,178.0
Kia,Spectra GSX 4dr hatch,Sedan,Asia,Front,"$14,630 ","$13,790 ",1.8,4.0,124.0,24.0,35.0,2697.0,101.0,178.0
Kia,Optima LX V6 4dr,Sedan,Asia,Front,"$18,435 ","$16,850 ",2.7,6.0,170.0,20.0,30.0,3279.0,106.0,186.0
Kia,Amanti 4dr,Sedan,Asia,Front,"$26,000 ","$23,764 ",3.5,6.0,195.0,17.0,28.0,4021.0,110.0,196.0
Kia,Sedona LX,Sedan,Asia,Front,"$20,615 ","$19,400 ",3.5,6.0,195.0,16.0,25.0,4802.0,115.0,194.0
Kia,Rio Cinco,Wagon,Asia,Front,"$11,905 ","$11,410 ",1.6,4.0,104.0,26.0,36.0,2447.0,95.0,167.0
Land Rover,Range Rover HSE,SUV,Europe,All,"$72,250 ","$65,807 ",4.4,8.0,282.0,12.0,19.0,5379.0,113.0,195.0
Land Rover,Discovery SE,SUV,Europe,All,"$39,250 ","$35,777 ",4.6,8.0,217.0,12.0,19.0,4576.0,100.0,185.0
Land Rover,Freelander SE,SUV,Europe,All,"$25,995 ","$23,969 ",2.5,6.0,174.0,18.0,24.0,3577.0,101.0,175.0
Lexus,GX 470,SUV,Asia,All,"$45,700 ","$39,838 ",4.7,8.0,235.0,15.0,22.0,4740.0,110.0,188.0
Lexus,LX 470,SUV,Asia,All,"$64,800 ","$56,455 ",4.7,8.0,235.0,13.0,20.0,5590.0,112.0,193.0
Lexus,RX 330,SUV,Asia,All,"$39,195 ","$34,576 ",3.3,6.0,230.0,18.0,27.0,4065.0,107.0,186.0
Lexus,ES 330 4dr,Sedan,Asia,Front,"$32,350 ","$28,755 ",3.3,6.0,225.0,20.0,32.0,3460.0,107.0,191.0
Lexus,IS 300 4dr manual,Sedan,Asia,Rear,"$31,045 ","$27,404 ",3.0,6.0,215.0,18.0,28.0,3255.0,105.0,177.0
Lexus,IS 300 4dr auto,Sedan,Asia,Rear,"$32,415 ","$28,611 ",3.0,6.0,215.0,18.0,27.0,3285.0,105.0,177.0
Lexus,GS 300 4dr,Sedan,Asia,Rear,"$41,010 ","$36,196 ",3.0,6.0,220.0,18.0,28.0,3649.0,110.0,189.0
Lexus,GS 430 4dr,Sedan,Asia,Rear,"$48,450 ","$42,232 ",4.3,8.0,300.0,18.0,26.0,3715.0,110.0,189.0
Lexus,LS 430 4dr,Sedan,Asia,Rear,"$55,750 ","$48,583 ",4.3,8.0,290.0,18.0,28.0,3990.0,115.0,197.0
Lexus,SC 430 convertible 2dr,Sports,Asia,Rear,"$63,200 ","$55,063 ",4.3,8.0,300.0,18.0,26.0,3840.0,103.0,178.0
Lexus,IS 300 SportCross,Wagon,Asia,Rear,"$32,455 ","$28,647 ",3.0,6.0,215.0,18.0,27.0,3410.0,105.0,177.0
Lincoln,Navigator Luxury,SUV,USA,All,"$52,775 ","$46,360 ",5.4,8.0,300.0,13.0,21.0,5969.0,119.0,206.0
Lincoln,Aviator Ultimate,SUV,USA,Front,"$42,915 ","$39,443 ",4.6,8.0,302.0,13.0,21.0,4834.0,114.0,193.0
Lincoln,LS V6 Luxury 4dr,Sedan,USA,Rear,"$32,495 ","$29,969 ",3.0,6.0,232.0,20.0,29.0,3681.0,115.0,194.0
Lincoln,LS V6 Premium 4dr,Sedan,USA,Rear,"$36,895 ","$33,929 ",3.0,6.0,232.0,20.0,29.0,3681.0,115.0,194.0
Lincoln,LS V8 Sport 4dr,Sedan,USA,Rear,"$40,095 ","$36,809 ",3.9,8.0,280.0,17.0,27.0,3768.0,115.0,194.0
Lincoln,LS V8 Ultimate 4dr,Sedan,USA,Rear,"$43,495 ","$39,869 ",3.9,8.0,280.0,17.0,27.0,3768.0,115.0,194.0
Lincoln,Town Car Signature 4dr,Sedan,USA,Rear,"$41,815 ","$38,418 ",4.6,8.0,239.0,17.0,28.0,4369.0,118.0,215.0
Lincoln,Town Car Ultimate 4dr,Sedan,USA,Rear,"$44,925 ","$41,217 ",4.6,8.0,239.0,17.0,28.0,4369.0,118.0,215.0
Lincoln,Town Car Ultimate L 4dr,Sedan,USA,Rear,"$50,470 ","$46,208 ",4.6,8.0,239.0,17.0,28.0,4474.0,124.0,221.0
MINI,Cooper,Sedan,Europe,Front,"$16,999 ","$15,437 ",1.6,4.0,115.0,28.0,40.0,2524.0,97.0,143.0
MINI,Cooper S,Sedan,Europe,Front,"$19,999 ","$18,137 ",1.6,4.0,163.0,25.0,37.0,2678.0,97.0,144.0
Mazda,Tribute DX 2.0,SUV,Asia,All,"$21,087 ","$19,742 ",2.0,4.0,130.0,22.0,28.0,3091.0,103.0,173.0
Mazda,Mazda3 i 4dr,Sedan,Asia,Front,"$15,500 ","$14,525 ",2.0,4.0,148.0,26.0,37.0,2696.0,104.0,178.0
Mazda,Mazda3 s 4dr,Sedan,Asia,Front,"$17,200 ","$15,922 ",2.3,4.0,160.0,25.0,34.0,2762.0,104.0,179.0
Mazda,Mazda6 i 4dr,Sedan,Asia,Front,"$19,270 ","$17,817 ",2.3,4.0,160.0,24.0,35.0,3042.0,105.0,187.0
Mazda,MPV ES,Sedan,Asia,Front,"$28,750 ","$26,600 ",3.0,6.0,200.0,18.0,28.0,3812.0,112.0,188.0
Mazda,MX-5 Miata convertible 2dr,Sports,Asia,Rear,"$22,388 ","$20,701 ",1.8,4.0,142.0,23.0,31.0,2387.0,89.0,156.0
Mazda,MX-5 Miata LS convertible 2dr,Sports,Asia,Rear,"$25,193 ","$23,285 ",1.8,4.0,142.0,23.0,31.0,2387.0,89.0,156.0
Mazda,RX-8 4dr automatic,Sports,Asia,Rear,"$25,700 ","$23,794 ",1.3,5.807511737089202,197.0,18.0,28.0,3053.0,106.0,174.0
Mazda,RX-8 4dr manual,Sports,Asia,Rear,"$27,200 ","$25,179 ",1.3,5.807511737089202,238.0,18.0,27.0,3029.0,106.0,174.0
Mazda,B2300 SX Regular Cab,Truck,Asia,Rear,"$14,840 ","$14,070 ",2.3,4.0,143.0,24.0,32.0,2960.0,112.0,188.0
Mazda,B4000 SE Cab Plus,Truck,Asia,All,"$22,350 ","$20,482 ",4.0,6.0,207.0,15.0,22.0,3571.0,126.0,203.0
Mercedes-Benz,G500,SUV,Europe,All,"$76,870 ","$71,540 ",5.0,8.0,292.0,13.0,17.0,5423.0,112.0,186.0
Mercedes-Benz,ML500,SUV,Europe,All,"$46,470 ","$43,268 ",5.0,8.0,288.0,14.0,20.0,4874.0,111.0,183.0
Mercedes-Benz,C230 Sport 2dr,Sedan,Europe,Rear,"$26,060 ","$24,249 ",1.8,4.0,189.0,22.0,33.0,3250.0,107.0,178.0
Mercedes-Benz,C320 Sport 2dr,Sedan,Europe,Rear,"$28,370 ","$26,435 ",3.2,6.0,215.0,19.0,29.0,3430.0,107.0,178.0
Mercedes-Benz,C240 4dr,Sedan,Europe,Rear,"$32,280 ","$30,071 ",2.6,6.0,168.0,20.0,28.0,3360.0,107.0,178.0
Mercedes-Benz,C240 4dr,Sedan,Europe,All,"$33,480 ","$31,187 ",2.6,6.0,168.0,19.0,28.0,3360.0,107.0,178.0
Mercedes-Benz,C320 Sport 4dr,Sedan,Europe,Rear,"$35,920 ","$33,456 ",3.2,6.0,215.0,19.0,29.0,3430.0,107.0,178.0
Mercedes-Benz,C320 4dr,Sedan,Europe,Rear,"$37,630 ","$35,046 ",3.2,6.0,215.0,20.0,29.0,3450.0,107.0,178.0
Mercedes-Benz,C320 4dr,Sedan,Europe,All,"$38,830 ","$36,162 ",3.2,6.0,215.0,19.0,30.0,3450.0,107.0,178.0
Mercedes-Benz,C32 AMG 4dr,Sedan,Europe,Rear,"$52,120 ","$48,522 ",3.2,6.0,349.0,16.0,24.0,3540.0,107.0,178.0
Mercedes-Benz,CL500 2dr,Sedan,Europe,Rear,"$94,820 ","$88,324 ",5.0,8.0,302.0,16.0,27.0,4085.0,114.0,196.0
Mercedes-Benz,CL600 2dr,Sedan,Europe,Rear,"$128,420 ","$119,600 ",5.5,12.0,493.0,13.0,22.0,4473.0,114.0,196.0
Mercedes-Benz,CLK320 coupe 2dr (convertible),Sedan,Europe,Rear,"$45,707 ","$41,966 ",3.2,6.0,215.0,20.0,29.0,3770.0,107.0,183.0
Mercedes-Benz,CLK500 coupe 2dr (convertible),Sedan,Europe,Rear,"$52,800 ","$49,104 ",5.0,8.0,302.0,17.0,25.0,3585.0,107.0,183.0
Mercedes-Benz,E320 4dr,Sedan,Europe,Rear,"$48,170 ","$44,849 ",3.2,6.0,221.0,19.0,30.0,3635.0,112.0,190.0
Mercedes-Benz,E500 4dr,Sedan,Europe,Rear,"$57,270 ","$53,382 ",5.0,8.0,302.0,16.0,23.0,3815.0,112.0,190.0
Mercedes-Benz,S430 4dr,Sedan,Europe,Rear,"$74,320 ","$69,168 ",4.3,8.0,275.0,18.0,29.0,4160.0,122.0,203.0
Mercedes-Benz,S500 4dr,Sedan,Europe,All,"$86,970 ","$80,939 ",5.0,8.0,302.0,16.0,27.0,4390.0,122.0,203.0
Mercedes-Benz,SL500 convertible 2dr,Sports,Europe,Rear,"$90,520 ","$84,325 ",5.0,8.0,302.0,16.0,26.0,4065.0,101.0,179.0
Mercedes-Benz,SL55 AMG 2dr,Sports,Europe,Rear,"$121,770 ","$113,388 ",5.5,8.0,493.0,14.0,24.0,4235.0,101.0,179.0
Mercedes-Benz,SL600 convertible 2dr,Sports,Europe,Rear,"$126,670 ","$117,854 ",5.5,12.0,493.0,13.0,22.0,4429.0,101.0,179.0
Mercedes-Benz,SLK230 convertible 2dr,Sports,Europe,Rear,"$40,320 ","$37,548 ",2.3,4.0,192.0,21.0,32.0,3055.0,95.0,158.0
Mercedes-Benz,SLK32 AMG 2dr,Sports,Europe,Rear,"$56,170 ","$52,289 ",3.2,6.0,349.0,17.0,25.0,3220.0,95.0,158.0
Mercedes-Benz,C240,Wagon,Europe,Rear,"$33,780 ","$31,466 ",2.6,6.0,168.0,19.0,28.0,3470.0,107.0,179.0
Mercedes-Benz,E320,Wagon,Europe,Rear,"$50,670 ","$47,174 ",3.2,6.0,221.0,19.0,30.0,3966.0,112.0,190.0
Mercedes-Benz,E500,Wagon,Europe,All,"$60,670 ","$56,474 ",5.0,8.0,302.0,16.0,27.0,4230.0,112.0,190.0
Mercury,Mountaineer,SUV,USA,Front,"$29,995 ","$27,317 ",4.0,6.0,210.0,16.0,24.0,4374.0,114.0,190.0
Mercury,Sable GS 4dr,Sedan,USA,Front,"$21,595 ","$19,848 ",3.0,6.0,155.0,20.0,30.0,3308.0,109.0,200.0
Mercury,Grand Marquis GS 4dr,Sedan,USA,Rear,"$24,695 ","$23,217 ",4.6,8.0,224.0,17.0,28.0,4052.0,115.0,212.0
Mercury,Grand Marquis LS Premium 4dr,Sedan,USA,Rear,"$29,595 ","$27,148 ",4.6,8.0,224.0,17.0,28.0,4052.0,115.0,212.0
Mercury,Sable LS Premium 4dr,Sedan,USA,Front,"$23,895 ","$21,918 ",3.0,6.0,201.0,19.0,29.0,3315.0,109.0,200.0
Mercury,Grand Marquis LS Ultimate 4dr,Sedan,USA,Rear,"$30,895 ","$28,318 ",4.6,8.0,224.0,17.0,28.0,4052.0,115.0,212.0
Mercury,Marauder 4dr,Sedan,USA,Rear,"$34,495 ","$31,558 ",4.6,8.0,302.0,17.0,26.0,4195.0,115.0,212.0
Mercury,Monterey Luxury,Sedan,USA,Front,"$33,995 ","$30,846 ",4.2,6.0,201.0,16.0,26.0,4340.0,121.0,202.0
Mercury,Sable GS,Wagon,USA,Front,"$22,595 ","$20,748 ",3.0,6.0,155.0,19.0,29.0,3488.0,109.0,198.0
Mitsubishi,Endeavor XLS,SUV,Asia,All,"$30,492 ","$28,330 ",3.8,6.0,215.0,17.0,24.0,4134.0,109.0,190.0
Mitsubishi,Montero XLS,SUV,Asia,All,"$33,112 ","$30,763 ",3.8,6.0,215.0,15.0,22.0,4718.0,110.0,190.0
Mitsubishi,Outlander LS,SUV,Asia,Front,"$18,892 ","$17,569 ",2.4,4.0,160.0,21.0,30.0,3240.0,103.0,179.0
Mitsubishi,Lancer ES 4dr,Sedan,Asia,Front,"$14,622 ","$13,751 ",2.0,4.0,120.0,25.0,34.0,2656.0,102.0,181.0
Mitsubishi,Lancer LS 4dr,Sedan,Asia,Front,"$16,722 ","$15,718 ",2.0,4.0,120.0,25.0,34.0,2795.0,102.0,181.0
Mitsubishi,Galant ES 2.4L 4dr,Sedan,Asia,Front,"$19,312 ","$17,957 ",2.4,4.0,160.0,23.0,33.0,3351.0,108.0,191.0
Mitsubishi,Lancer OZ Rally 4dr auto,Sedan,Asia,Front,"$17,232 ","$16,196 ",2.0,4.0,120.0,25.0,34.0,2744.0,102.0,181.0
Mitsubishi,Diamante LS 4dr,Sedan,Asia,Front,"$29,282 ","$27,250 ",3.5,6.0,205.0,18.0,28.0,3549.0,107.0,194.0
Mitsubishi,Galant GTS 4dr,Sedan,Asia,Front,"$25,700 ","$23,883 ",3.8,6.0,230.0,18.0,29.0,3649.0,108.0,191.0
Mitsubishi,Eclipse GTS 2dr,Sports,Asia,Front,"$25,092 ","$23,456 ",3.0,6.0,210.0,21.0,31.0,3241.0,101.0,177.0
Mitsubishi,Eclipse Spyder GT convertible 2dr,Sports,Asia,Front,"$26,992 ","$25,218 ",3.0,6.0,210.0,21.0,31.0,3296.0,101.0,177.0
Mitsubishi,Lancer Evolution 4dr,Sports,Asia,Front,"$29,562 ","$27,466 ",2.0,4.0,271.0,18.0,29.0,3263.0,103.0,179.0
Mitsubishi,Lancer Sportback LS,Wagon,Asia,Front,"$17,495 ","$16,295 ",2.4,4.0,160.0,25.0,34.0,3020.0,102.0,181.0
Nissan,Pathfinder Armada SE,SUV,Asia,Front,"$33,840 ","$30,815 ",5.6,8.0,305.0,13.0,22.0,5013.0,123.0,207.0
Nissan,Pathfinder SE,SUV,Asia,Front,"$27,339 ","$25,972 ",3.5,6.0,240.0,16.0,24.0,3871.0,106.0,183.0
Nissan,Xterra XE V6,SUV,Asia,Front,"$20,939 ","$19,512 ",3.3,6.0,180.0,17.0,23.0,3760.0,104.0,178.0
Nissan,Sentra 1.8 4dr,Sedan,Asia,Front,"$12,740 ","$12,205 ",1.8,4.0,126.0,28.0,38.0,2513.0,100.0,178.0
Nissan,Sentra 1.8 S 4dr,Sedan,Asia,Front,"$14,740 ","$13,747 ",1.8,4.0,126.0,28.0,38.0,2581.0,100.0,178.0
Nissan,Altima S 4dr,Sedan,Asia,Front,"$19,240 ","$18,030 ",2.5,4.0,175.0,21.0,29.0,3039.0,110.0,192.0
Nissan,Sentra SE-R 4dr,Sedan,Asia,Front,"$17,640 ","$16,444 ",2.5,4.0,165.0,23.0,31.0,2761.0,100.0,178.0
Nissan,Altima SE 4dr,Sedan,Asia,Front,"$23,290 ","$21,580 ",3.5,6.0,245.0,21.0,29.0,3197.0,110.0,192.0
Nissan,Maxima SE 4dr,Sedan,Asia,Front,"$27,490 ","$25,182 ",3.5,6.0,265.0,20.0,31.0,3473.0,111.0,194.0
Nissan,Maxima SL 4dr,Sedan,Asia,Front,"$29,440 ","$26,966 ",3.5,6.0,265.0,20.0,31.0,3476.0,111.0,194.0
Nissan,Quest S,Sedan,Asia,Front,"$24,780 ","$22,958 ",3.5,6.0,240.0,19.0,29.0,4012.0,124.0,204.0
Nissan,Quest SE,Sedan,Asia,Front,"$32,780 ","$30,019 ",3.5,6.0,240.0,18.0,28.0,4175.0,124.0,204.0
Nissan,350Z coupe 2dr,Sports,Asia,Rear,"$26,910 ","$25,203 ",3.5,6.0,287.0,20.0,29.0,3188.0,104.0,169.0
Nissan,350Z Enthusiast convertible 2dr,Sports,Asia,Rear,"$34,390 ","$31,845 ",3.5,6.0,287.0,20.0,29.0,3428.0,104.0,169.0
Nissan,Frontier King Cab XE V6,Truck,Asia,All,"$19,479 ","$18,253 ",3.3,6.0,180.0,17.0,23.0,3932.0,116.0,191.0
Nissan,Titan King Cab XE,Truck,Asia,All,"$26,650 ","$24,926 ",5.6,8.0,305.0,14.0,21.0,5287.0,140.0,224.0
Nissan,Murano SL,Wagon,Asia,Rear,"$28,739 ","$27,300 ",3.5,6.0,245.0,20.0,28.0,3801.0,111.0,188.0
Oldsmobile,Alero GX 2dr,Sedan,USA,Front,"$18,825 ","$17,642 ",2.2,4.0,140.0,24.0,35.0,2946.0,107.0,187.0
Oldsmobile,Alero GLS 2dr,Sedan,USA,Front,"$23,675 ","$21,485 ",3.4,6.0,170.0,20.0,32.0,3085.0,107.0,187.0
Oldsmobile,Silhouette GL,Sedan,USA,Front,"$28,790 ","$26,120 ",3.4,6.0,185.0,19.0,29.0,3948.0,120.0,201.0
Pontiac,Aztekt,SUV,USA,Front,"$21,595 ","$19,810 ",3.4,6.0,185.0,19.0,29.0,3779.0,108.0,182.0
Pontiac,Sunfire 1SA 2dr,Sedan,USA,Front,"$15,495 ","$14,375 ",2.2,4.0,140.0,24.0,36.0,2771.0,104.0,182.0
Pontiac,Grand Am GT 2dr,Sedan,USA,Front,"$22,450 ","$20,595 ",3.4,6.0,175.0,20.0,32.0,3118.0,107.0,186.0
Pontiac,Grand Prix GT1 4dr,Sedan,USA,Front,"$22,395 ","$20,545 ",3.8,6.0,200.0,20.0,33.0,3477.0,111.0,198.0
Pontiac,Sunfire 1SC 2dr,Sedan,USA,Front,"$17,735 ","$16,369 ",2.2,4.0,140.0,24.0,36.0,2771.0,104.0,182.0
Pontiac,Grand Prix GT2 4dr,Sedan,USA,Front,"$24,295 ","$22,284 ",3.8,6.0,200.0,20.0,33.0,3484.0,111.0,198.0
Pontiac,Bonneville GXP 4dr,Sedan,USA,Front,"$35,995 ","$32,997 ",4.6,8.0,275.0,17.0,23.0,3790.0,112.0,203.0
Pontiac,Montana,Sedan,USA,Front,"$23,845 ","$21,644 ",3.4,6.0,185.0,19.0,29.0,3803.0,112.0,187.0
Pontiac,Montana EWB,Sedan,USA,All,"$31,370 ","$28,454 ",3.4,6.0,185.0,18.0,27.0,4431.0,121.0,201.0
Pontiac,GTO 2dr,Sports,USA,Rear,"$33,500 ","$30,710 ",5.7,8.0,340.0,16.0,23.0,3725.0,110.0,190.0
Pontiac,Vibe,Wagon,USA,Rear,"$17,045 ","$15,973 ",1.8,4.0,130.0,29.0,39.0,2701.0,102.0,172.0
Porsche,Cayenne S,SUV,Europe,All,"$56,665 ","$49,865 ",4.5,8.0,340.0,14.0,21.0,4950.0,112.0,188.0
Porsche,911 Carrera convertible 2dr (coupe),Sports,Europe,Rear,"$79,165 ","$69,229 ",3.6,6.0,315.0,18.0,29.0,3135.0,93.0,175.0
Porsche,911 Carrera 4S coupe 2dr (convert),Sports,Europe,All,"$84,165 ","$72,206 ",3.6,6.0,315.0,17.0,27.0,3240.0,93.0,175.0
Porsche,911 Targa coupe 2dr,Sports,Europe,Rear,"$76,765 ","$67,128 ",3.6,6.0,315.0,18.0,29.0,3119.0,93.0,175.0
Porsche,911 GT2 2dr,Sports,Europe,Rear,"$192,465 ","$173,560 ",3.6,6.0,477.0,17.0,27.0,3131.0,93.0,175.0
Porsche,Boxster convertible 2dr,Sports,Europe,Rear,"$43,365 ","$37,886 ",2.7,6.0,228.0,20.0,32.0,2811.0,95.0,170.0
Porsche,Boxster S convertible 2dr,Sports,Europe,Rear,"$52,365 ","$45,766 ",3.2,6.0,258.0,18.0,29.0,2911.0,95.0,170.0
Saab,9-3 Arc Sport 4dr,Sedan,Europe,Front,"$30,860 ","$29,269 ",2.0,4.0,210.0,20.0,31.0,3175.0,105.0,183.0
Saab,9-3 Aero 4dr,Sedan,Europe,Front,"$33,360 ","$31,562 ",2.0,4.0,210.0,20.0,31.0,3175.0,105.0,183.0
Saab,9-5 Arc 4dr,Sedan,Europe,Front,"$35,105 ","$33,011 ",2.3,4.0,220.0,21.0,32.0,3470.0,106.0,190.0
Saab,9-5 Aero 4dr,Sedan,Europe,Front,"$39,465 ","$37,721 ",2.3,4.0,250.0,21.0,32.0,3470.0,106.0,190.0
Saab,9-3 Arc convertible 2dr,Sedan,Europe,Front,"$40,670 ","$38,520 ",2.0,4.0,210.0,21.0,32.0,3480.0,105.0,182.0
Saab,9-3 Aero convertible 2dr,Sedan,Europe,Front,"$43,175 ","$40,883 ",2.0,4.0,210.0,21.0,33.0,3700.0,105.0,182.0
Saab,9-5 Aero,Wagon,Europe,Front,"$40,845 ","$38,376 ",2.3,4.0,250.0,19.0,32.0,3620.0,106.0,190.0
Saturn,VUE,SUV,USA,All,"$20,585 ","$19,238 ",2.2,4.0,143.0,21.0,29.0,3381.0,107.0,181.0
Saturn,Ion1 4dr,Sedan,USA,Front,"$10,995 ","$10,319 ",2.2,4.0,140.0,26.0,38.0,2692.0,103.0,185.0
Saturn,lon2 4dr,Sedan,USA,Front,"$14,300 ","$13,393 ",2.2,4.0,140.0,26.0,38.0,2692.0,103.0,185.0
Saturn,lon3 4dr,Sedan,USA,Front,"$15,825 ","$14,811 ",2.2,4.0,140.0,26.0,38.0,2692.0,103.0,185.0
Saturn,lon2 quad coupe 2dr,Sedan,USA,Front,"$14,850 ","$13,904 ",2.2,4.0,140.0,26.0,38.0,2751.0,103.0,185.0
Saturn,lon3 quad coupe 2dr,Sedan,USA,Front,"$16,350 ","$15,299 ",2.2,4.0,140.0,26.0,38.0,2751.0,103.0,185.0
Saturn,L300-2 4dr,Sedan,USA,Front,"$21,410 ","$19,801 ",3.0,6.0,182.0,20.0,31.0,3197.0,107.0,190.0
Saturn,L300 2,Wagon,USA,Front,"$23,560 ","$21,779 ",2.2,4.0,140.0,24.0,37.0,3109.0,107.0,190.0
Scion,xA 4dr hatch,Sedan,Asia,Front,"$12,965 ","$12,340 ",1.5,4.0,108.0,32.0,41.0,2340.0,93.0,154.0
Scion,xB,Wagon,Asia,Front,"$14,165 ","$13,480 ",1.5,4.0,108.0,31.0,38.0,2425.0,98.0,155.0
Subaru,Impreza 2.5 RS 4dr,Sedan,Asia,All,"$19,945 ","$18,399 ",2.5,4.0,165.0,22.0,31.0,2965.0,99.0,174.0
Subaru,Legacy L 4dr,Sedan,Asia,All,"$20,445 ","$18,713 ",2.5,4.0,165.0,21.0,31.0,3285.0,104.0,184.0
Subaru,Legacy GT 4dr,Sedan,Asia,All,"$25,645 ","$23,336 ",2.5,4.0,165.0,21.0,31.0,3395.0,104.0,184.0
Subaru,Outback Limited Sedan 4dr,Sedan,Asia,All,"$27,145 ","$24,687 ",2.5,4.0,165.0,20.0,30.0,3495.0,104.0,184.0
Subaru,Outback H6 4dr,Sedan,Asia,All,"$29,345 ","$26,660 ",3.0,6.0,212.0,19.0,29.0,3610.0,104.0,184.0
Subaru,Outback H-6 VDC 4dr,Sedan,Asia,All,"$31,545 ","$28,603 ",3.0,6.0,212.0,19.0,29.0,3630.0,104.0,184.0
Subaru,Impreza WRX 4dr,Sports,Asia,All,"$25,045 ","$23,022 ",2.0,4.0,227.0,20.0,30.0,3085.0,99.0,174.0
Subaru,Impreza WRX STi 4dr,Sports,Asia,All,"$31,545 ","$29,130 ",2.5,4.0,300.0,18.0,27.0,3263.0,100.0,174.0
